Transcript	Length
CNAG_04314T0	2079
CNAG_04314T1	2079
CNAG_04315T0	2988
CNAG_04316T0	3809
CNAG_04317T0	1746
CNAG_04318T0	4054
CNAG_04319T0	824
CNAG_04320T0	2436
CNAG_04321T0	3024
CNAG_04322T0	921
CNAG_04323T0	3786
CNAG_04324T0	3149
CNAG_04325T0	1671
CNAG_04326T0	3044
CNAG_04327T0	4668
CNAG_04328T0	1145
CNAG_04329T0	1793
CNAG_04330T0	2049
CNAG_04331T0	2376
CNAG_04332T0	2691
CNAG_04333T0	3056
CNAG_04334T0	1392
CNAG_04335T0	7459
CNAG_04336T0	1217
CNAG_04337T0	1943
CNAG_04338T0	2002
CNAG_04339T0	3029
CNAG_04339T1	3029
CNAG_04340T0	2424
CNAG_04341T0	6534
CNAG_04342T0	2639
CNAG_04343T0	2437
CNAG_04344T0	2154
CNAG_04345T0	3658
CNAG_04346T0	1865
CNAG_04347T0	2508
CNAG_04348T0	1634
CNAG_04349T0	2632
CNAG_04350T0	2728
CNAG_04350T1	2728
CNAG_04351T0	2764
CNAG_04352T0	1787
CNAG_04353T0	2824
CNAG_04353T1	2824
CNAG_04354T0	2649
CNAG_04355T0	1629
CNAG_04356T0	2945
CNAG_04357T0	1238
CNAG_04358T0	3977
CNAG_04358T1	3977
CNAG_04359T0	4062
CNAG_04360T0	2245
CNAG_04361T0	3458
CNAG_04362T0	2533
CNAG_04363T0	3138
CNAG_04364T0	3208
CNAG_04365T0	3902
CNAG_04366T0	1156
CNAG_04367T0	1430
CNAG_04368T0	1585
CNAG_04369T0	612
CNAG_04370T0	6707
CNAG_04371T0	2186
CNAG_04372T0	1324
CNAG_04373T0	2385
CNAG_04374T0	3279
CNAG_04375T0	1677
CNAG_04376T0	2624
CNAG_04377T0	4392
CNAG_04378T0	673
CNAG_04379T0	871
CNAG_04380T0	3011
CNAG_04380T1	3011
CNAG_04381T0	2178
CNAG_04382T0	2326
CNAG_04383T0	1173
CNAG_04384T0	1162
CNAG_04385T0	1371
CNAG_04386T0	1391
CNAG_04387T0	2269
CNAG_04388T0	1208
CNAG_04389T0	1431
CNAG_04392T0	1448
CNAG_04393T0	9610
CNAG_04394T0	2606
CNAG_04395T0	1712
CNAG_04396T0	918
CNAG_04397T0	1692
CNAG_04398T0	3722
CNAG_04399T0	1204
CNAG_04400T0	1193
CNAG_04401T0	1475
CNAG_04402T0	1087
CNAG_04403T0	1890
CNAG_04404T0	3117
CNAG_04404T1	3117
CNAG_04405T0	1848
CNAG_04406T0	1972
CNAG_04407T0	2731
CNAG_04408T0	2061
CNAG_04409T0	1620
CNAG_04410T0	2190
CNAG_04411T0	1927
CNAG_04412T0	2267
CNAG_04413T0	1935
CNAG_04414T0	3032
CNAG_04415T0	1644
CNAG_04416T0	2781
CNAG_04417T0	1725
CNAG_04432T0	2284
CNAG_04433T0	5957
CNAG_04434T0	3499
CNAG_04436T0	1652
CNAG_04437T0	1141
CNAG_04437T1	1141
CNAG_04438T0	1858
CNAG_04439T0	2323
CNAG_04440T0	1313
CNAG_04440T1	1313
CNAG_04441T0	3247
CNAG_04442T0	992
CNAG_04442T1	992
CNAG_04443T0	1512
CNAG_04444T0	3756
CNAG_04445T0	1183
CNAG_04446T0	1217
CNAG_04447T0	1709
CNAG_04448T0	1134
CNAG_04449T0	2321
CNAG_04450T0	6612
CNAG_04451T0	3266
CNAG_04452T0	828
CNAG_04453T0	1762
CNAG_04454T0	1732
CNAG_04455T0	1356
CNAG_04456T0	2567
CNAG_04457T0	2942
CNAG_04458T0	3831
CNAG_04458T1	3831
CNAG_04459T0	1367
CNAG_04460T0	2165
CNAG_04461T0	6229
CNAG_04462T0	2904
CNAG_04463T0	1352
CNAG_04465T0	1567
CNAG_04465T1	1567
CNAG_04466T0	3027
CNAG_04467T0	2151
CNAG_04468T0	1954
CNAG_04468T1	1954
CNAG_04469T0	2099
CNAG_04470T0	1190
CNAG_04471T0	2246
CNAG_04472T0	2180
CNAG_04473T0	3518
CNAG_04474T0	2334
CNAG_04475T0	2691
CNAG_04475T1	2691
CNAG_04475T2	2691
CNAG_04476T0	3154
CNAG_04476T1	3154
CNAG_04478T0	3711
CNAG_04479T0	1773
CNAG_04484T0	3831
CNAG_04485T0	2999
CNAG_04486T0	1936
CNAG_04487T0	2023
CNAG_04488T0	1793
CNAG_04492T0	2744
CNAG_04493T0	3798
CNAG_04493T1	3798
CNAG_04494T0	1083
CNAG_04495T0	1693
CNAG_04496T0	3899
CNAG_04497T0	1542
CNAG_04498T0	3794
CNAG_04499T0	1691
CNAG_04500T0	2448
CNAG_04501T0	3289
CNAG_04502T0	3848
CNAG_04503T0	1002
CNAG_04504T0	2382
CNAG_04504T1	2382
CNAG_04505T0	3212
CNAG_04506T0	1577
CNAG_04507T0	2725
CNAG_04508T0	1810
CNAG_04509T0	1504
CNAG_04510T0	1848
CNAG_04511T0	1275
CNAG_04512T0	1490
CNAG_04513T0	4138
CNAG_04514T0	2028
CNAG_04515T0	4256
CNAG_04515T1	4256
CNAG_04516T0	646
CNAG_04517T0	905
CNAG_04518T0	2916
CNAG_04519T0	1771
CNAG_04520T0	3012
CNAG_04521T0	2226
CNAG_04522T0	3384
CNAG_04523T0	1832
CNAG_04524T0	4961
CNAG_04525T0	2354
CNAG_04526T0	2048
CNAG_04527T0	3751
CNAG_04528T0	3563
CNAG_04529T0	782
CNAG_04530T0	1883
CNAG_04531T0	1247
CNAG_04534T0	3314
CNAG_04534T1	3314
CNAG_04535T0	1879
CNAG_04536T0	2923
CNAG_04536T1	2923
CNAG_04537T0	2126
CNAG_04538T0	2755
CNAG_04539T0	1353
CNAG_04540T0	1671
CNAG_04541T0	2460
CNAG_04544T0	1292
CNAG_04545T0	1948
CNAG_04545T1	1948
CNAG_04546T0	3288
CNAG_04548T0	5546
CNAG_04551T0	4268
CNAG_04552T0	2571
CNAG_04552T1	2571
CNAG_04553T0	2194
CNAG_04556T0	1642
CNAG_04557T0	1490
CNAG_04558T0	358
CNAG_04561T0	4098
CNAG_04562T0	1338
CNAG_04563T0	2245
CNAG_04564T0	1831
CNAG_04565T0	1853
CNAG_04566T0	1872
CNAG_04567T0	2823
CNAG_04570T0	4582
CNAG_04571T0	1776
CNAG_04574T0	816
CNAG_04575T0	3020
CNAG_04576T0	1909
CNAG_04577T0	2166
CNAG_04579T0	3336
CNAG_04580T0	4261
CNAG_04580T1	4261
CNAG_04581T0	1342
CNAG_04582T0	1844
CNAG_04583T0	4449
CNAG_04584T0	1710
CNAG_04585T0	1626
CNAG_04586T0	3856
CNAG_04586T1	3856
CNAG_04587T0	4188
CNAG_04587T1	4188
CNAG_04588T0	2733
CNAG_04588T1	2733
CNAG_04589T0	2010
CNAG_04590T0	2081
CNAG_04591T0	521
CNAG_04592T0	456
CNAG_04593T0	733
CNAG_04594T0	2862
CNAG_04595T0	1099
CNAG_04596T0	3262
CNAG_04596T1	3262
CNAG_04597T0	2725
CNAG_04598T0	2430
CNAG_04598T1	2430
CNAG_04599T0	3474
CNAG_04600T0	4775
CNAG_04601T0	2685
CNAG_04602T0	2607
CNAG_04603T0	1603
CNAG_04604T0	2496
CNAG_04605T0	1883
CNAG_04606T0	1998
CNAG_04607T0	1072
CNAG_04608T0	1630
CNAG_04609T0	4736
CNAG_04610T0	2668
CNAG_04611T0	1562
CNAG_04612T0	1624
CNAG_04612T1	1624
CNAG_04612T2	1624
CNAG_04613T0	2722
CNAG_04614T0	2507
CNAG_04615T0	3764
CNAG_04616T0	3440
CNAG_04617T0	3383
CNAG_04618T0	3237
CNAG_04618T1	3237
CNAG_04619T0	3175
CNAG_04620T0	1314
CNAG_04621T0	3585
CNAG_04621T1	3585
CNAG_04622T0	2536
CNAG_04623T0	1552
CNAG_04625T0	2334
CNAG_04626T0	4523
CNAG_04627T0	1969
CNAG_04628T0	1283
CNAG_04629T0	2996
CNAG_04630T0	3202
CNAG_04631T0	2671
CNAG_04632T0	2680
CNAG_04633T0	2084
CNAG_04634T0	3746
CNAG_04635T0	2791
CNAG_04636T0	1926
CNAG_04637T0	1040
CNAG_04638T0	3668
CNAG_04639T0	4170
CNAG_04640T0	4356
CNAG_04641T0	4048
CNAG_04642T0	2512
CNAG_04646T0	920
CNAG_04647T0	1933
CNAG_04648T0	5704
CNAG_04649T0	2176
CNAG_04650T0	2135
CNAG_04651T0	1838
CNAG_04652T0	2259
CNAG_04653T0	1224
CNAG_04654T0	1548
CNAG_04655T0	4629
CNAG_04656T0	2228
CNAG_04656T1	2228
CNAG_04657T0	1225
CNAG_04658T0	2861
CNAG_04659T0	2598
CNAG_04662T0	4127
CNAG_04663T0	2050
CNAG_04664T0	1287
CNAG_04665T0	957
CNAG_04666T0	1749
CNAG_04667T0	893
CNAG_04668T0	1517
CNAG_04669T0	2498
CNAG_04670T0	2080
CNAG_04671T0	2047
CNAG_04673T0	992
CNAG_04674T0	2446
CNAG_04675T0	821
CNAG_04676T0	3434
CNAG_04677T0	1932
CNAG_04678T0	2749
CNAG_04679T0	1264
CNAG_04680T0	2898
CNAG_04681T0	2692
CNAG_04681T1	2692
CNAG_04682T0	1237
CNAG_04683T0	863
CNAG_04684T0	3419
CNAG_04686T0	1617
CNAG_04687T0	2915
CNAG_04688T0	2365
CNAG_04689T0	1350
CNAG_04690T0	1188
CNAG_04690T1	1188
CNAG_04691T0	2659
CNAG_04692T0	1301
CNAG_04693T0	3119
CNAG_04694T0	2193
CNAG_04695T0	1320
CNAG_04696T0	2808
CNAG_04697T0	4468
CNAG_04698T0	966
CNAG_04699T0	3327
CNAG_04700T0	2647
CNAG_04701T0	1718
CNAG_04702T0	6277
CNAG_04703T0	3016
CNAG_04704T0	2792
CNAG_04705T0	3483
CNAG_04705T1	3483
CNAG_04707T0	1724
CNAG_04708T0	2967
CNAG_04709T0	2254
CNAG_04710T0	3126
CNAG_04711T0	1971
CNAG_04712T0	2005
CNAG_04713T0	1745
CNAG_04714T0	2593
CNAG_04715T0	1792
CNAG_04716T0	1690
CNAG_04717T0	2345
CNAG_04718T0	1891
CNAG_04719T0	2441
CNAG_04720T0	4425
CNAG_04721T0	2401
CNAG_04723T0	2144
CNAG_04724T0	4412
CNAG_04725T0	3520
CNAG_04725T1	3520
CNAG_04726T0	1341
CNAG_04727T0	1807
CNAG_04728T0	1395
CNAG_04729T0	3100
CNAG_04730T0	3515
CNAG_04731T0	1458
CNAG_04732T0	2015
CNAG_04733T0	5042
CNAG_04734T0	1619
CNAG_04735T0	3238
CNAG_04736T0	2051
CNAG_04737T0	4214
CNAG_04738T0	2911
CNAG_04739T0	977
CNAG_04740T0	3752
CNAG_04741T0	2972
CNAG_04742T0	1842
CNAG_04743T0	1774
CNAG_04744T0	1719
CNAG_04745T0	2815
CNAG_04746T0	2074
CNAG_04747T0	2288
CNAG_04748T0	2377
CNAG_04749T0	1925
CNAG_04750T0	1507
CNAG_04751T0	1495
CNAG_04752T0	1774
CNAG_04753T0	2872
CNAG_04755T0	6499
CNAG_04756T0	2601
CNAG_04757T0	1555
CNAG_04758T0	2262
CNAG_04759T0	1884
CNAG_04759T1	1884
CNAG_04760T0	1903
CNAG_04761T0	1411
CNAG_04762T0	1446
CNAG_04763T0	3015
CNAG_04764T0	2035
CNAG_04765T0	1079
CNAG_04766T0	771
CNAG_04767T0	1529
CNAG_04768T0	4090
CNAG_04769T0	3489
CNAG_04769T1	3489
CNAG_04770T0	1620
CNAG_04771T0	1592
CNAG_04772T0	2711
CNAG_04773T0	3195
CNAG_04774T0	4997
CNAG_04774T1	4997
CNAG_04775T0	1043
CNAG_04776T0	1609
CNAG_04777T0	1671
CNAG_04781T0	3049
CNAG_04781T1	3049
CNAG_04781T2	3049
CNAG_04782T0	3008
CNAG_04782T1	3008
CNAG_04783T0	2750
CNAG_04784T0	2926
CNAG_04785T0	3225
CNAG_04786T0	3829
CNAG_04786T1	3829
CNAG_04787T0	1611
CNAG_04788T0	7399
CNAG_04789T0	1319
CNAG_04790T0	1494
CNAG_04791T0	1600
CNAG_04792T0	5041
CNAG_04793T0	1064
CNAG_04794T0	3132
CNAG_04795T0	1903
CNAG_04796T0	3095
CNAG_04797T0	1307
CNAG_04798T0	2067
CNAG_04799T0	1509
CNAG_04800T0	2443
CNAG_04801T0	3947
CNAG_04802T0	2062
CNAG_04803T0	5766
CNAG_04804T0	3665
CNAG_04805T0	2245
CNAG_04806T0	1915
CNAG_04807T0	1980
CNAG_04808T0	3573
CNAG_04809T0	1913
CNAG_04810T0	881
CNAG_04813T0	1196
CNAG_04813T1	1196
CNAG_04814T0	691
CNAG_04815T0	6998
CNAG_04816T0	1099
CNAG_04817T0	1329
CNAG_04818T0	1849
CNAG_04819T0	4338
CNAG_04820T0	1145
CNAG_04821T0	2812
CNAG_04822T0	1533
CNAG_04823T0	1582
CNAG_04824T0	2621
CNAG_04825T0	3046
CNAG_04826T0	2240
CNAG_04827T0	749
CNAG_04828T0	1497
CNAG_04829T0	1467
CNAG_04830T0	515
CNAG_04831T0	3425
CNAG_04832T0	4343
CNAG_04833T0	2346
CNAG_04834T0	2797
CNAG_04835T0	1376
CNAG_04836T0	4529
CNAG_04837T0	2848
CNAG_04838T0	3205
CNAG_04839T0	1187
CNAG_04840T0	1551
CNAG_04841T0	4477
CNAG_04841T1	4477
CNAG_04842T0	3433
CNAG_04843T0	2451
CNAG_04844T0	1141
CNAG_04845T0	1348
CNAG_04846T0	3055
CNAG_04847T0	2203
CNAG_04848T0	1672
CNAG_04848T1	1672
CNAG_04849T0	1898
CNAG_04850T0	3143
CNAG_04850T1	3143
CNAG_04851T0	3670
CNAG_04852T0	1385
CNAG_04853T0	1593
CNAG_04854T0	497
CNAG_04855T0	2442
CNAG_04857T0	2507
CNAG_04858T0	1851
CNAG_04859T0	2329
CNAG_04860T0	3533
CNAG_04861T0	2005
CNAG_04862T0	7298
CNAG_04862T1	7298
CNAG_04863T0	1522
CNAG_04864T0	4649
CNAG_04864T1	4649
CNAG_04865T0	2407
CNAG_04866T0	2768
CNAG_04867T0	2320
CNAG_04868T0	2708
CNAG_04868T1	2708
CNAG_04869T0	3919
CNAG_04870T0	3229
CNAG_04871T0	1717
CNAG_04872T0	1892
CNAG_04873T0	3534
CNAG_04873T1	3534
CNAG_04874T0	2200
CNAG_04875T0	3358
CNAG_04876T0	2152
CNAG_04877T0	1534
CNAG_04878T0	3546
CNAG_04878T1	3546
CNAG_04879T0	6073
CNAG_04880T0	1824
CNAG_04882T0	1740
CNAG_04883T0	1280
CNAG_04884T0	1197
CNAG_04885T0	1214
CNAG_04886T0	2666
CNAG_04887T0	1888
CNAG_04888T0	2491
CNAG_04889T0	2405
CNAG_04890T0	1695
CNAG_04891T0	1844
CNAG_04892T0	3126
CNAG_04892T1	3126
CNAG_04892T2	3126
CNAG_04892T3	3126
CNAG_04892T4	3126
CNAG_04893T0	1464
CNAG_04894T0	1528
CNAG_04895T0	4009
CNAG_04896T0	1869
CNAG_04897T0	1898
CNAG_04898T0	2650
CNAG_04899T0	1697
CNAG_04899T1	1697
CNAG_04900T0	1824
CNAG_04901T0	920
CNAG_04902T0	3270
CNAG_04903T0	1719
CNAG_04904T0	6254
CNAG_04905T0	2311
CNAG_04906T0	4073
CNAG_04907T0	2597
CNAG_04907T1	2597
CNAG_04908T0	2467
CNAG_04908T1	2467
CNAG_04909T0	4705
CNAG_04911T0	3433
CNAG_04911T1	3433
CNAG_04912T0	309
CNAG_04913T0	3528
CNAG_04914T0	869
CNAG_04915T0	1013
CNAG_04916T0	3220
CNAG_04919T0	1961
CNAG_04920T0	3158
CNAG_04920T1	3158
CNAG_04921T0	1351
CNAG_04922T0	2429
CNAG_04925T0	2949
CNAG_04926T0	1908
CNAG_04927T0	1103
CNAG_04931T0	1738
CNAG_04932T0	2399
CNAG_04933T0	2401
CNAG_04933T1	2401
CNAG_04933T2	2401
CNAG_04934T0	1779
CNAG_04935T0	1727
CNAG_04936T0	3423
CNAG_04937T0	1760
CNAG_04938T0	1836
CNAG_04938T1	1836
CNAG_04939T0	2995
CNAG_04943T0	5141
CNAG_04943T1	3540
CNAG_04944T0	2835
CNAG_04944T1	2835
CNAG_04945T0	1719
CNAG_04946T0	2305
CNAG_04947T0	2738
CNAG_04947T1	2738
CNAG_04947T2	2738
CNAG_04948T0	2730
CNAG_04949T0	2324
CNAG_04950T0	1288
CNAG_04951T0	1816
CNAG_04952T0	2080
CNAG_04953T0	2208
CNAG_04954T0	4842
CNAG_04955T0	3190
CNAG_04956T0	1413
CNAG_04957T0	1387
CNAG_04958T0	1919
CNAG_04959T0	2028
CNAG_04960T0	3557
CNAG_04961T0	1242
CNAG_04962T0	4202
CNAG_04963T0	2457
CNAG_04963T1	2457
CNAG_04967T0	1980
CNAG_04968T0	2049
CNAG_04968T1	2231
CNAG_04969T0	2749
CNAG_04970T0	1759
CNAG_04970T1	1759
CNAG_04970T2	1759
CNAG_04973T0	4331
CNAG_04974T0	2082
CNAG_04975T0	1067
CNAG_04976T0	1788
CNAG_04977T0	1128
CNAG_04978T0	1339
CNAG_04979T0	2190
CNAG_04980T0	988
CNAG_04981T0	2831
CNAG_04982T0	2317
CNAG_04983T0	1379
CNAG_04984T0	2088
CNAG_04985T0	1216
CNAG_04986T0	1204
CNAG_04987T0	2756
CNAG_04988T0	2457
CNAG_04989T0	1334
CNAG_04990T0	1701
CNAG_04991T0	3233
CNAG_04992T0	3434
CNAG_04993T0	4074
CNAG_04994T0	1305
CNAG_04997T0	2053
CNAG_04998T0	2408
CNAG_04999T0	1125
CNAG_05000T0	3003
CNAG_05001T0	3897
CNAG_05002T0	2159
CNAG_05003T0	2209
CNAG_05004T0	3878
CNAG_05005T0	4661
CNAG_05006T0	2563
CNAG_05007T0	1811
CNAG_05008T0	1153
CNAG_05009T0	2458
CNAG_05010T0	2589
CNAG_05011T0	2595
CNAG_05012T0	3214
CNAG_05013T0	2834
CNAG_05015T0	2966
CNAG_05016T0	1860
CNAG_05017T0	2538
CNAG_05017T1	2538
CNAG_05018T0	1429
CNAG_05018T1	1429
CNAG_05019T0	2729
CNAG_05020T0	2063
CNAG_05021T0	992
CNAG_05021T1	992
CNAG_05022T0	942
CNAG_05023T0	995
CNAG_05024T0	1348
CNAG_05025T0	2743
CNAG_05026T0	1539
CNAG_05026T1	1539
CNAG_05026T2	1539
CNAG_05027T0	2575
CNAG_05028T0	2656
CNAG_05029T0	2690
CNAG_05029T1	2690
CNAG_05030T0	1455
CNAG_05030T1	1455
CNAG_05031T0	2227
CNAG_05032T0	3906
CNAG_05033T0	2158
CNAG_05034T0	3844
CNAG_05035T0	1986
CNAG_05036T0	1987
CNAG_05037T0	1251
CNAG_05038T0	1222
CNAG_05039T0	2543
CNAG_05040T0	1283
CNAG_05041T0	2297
CNAG_05042T0	2776
CNAG_05043T0	3213
CNAG_05044T0	1313
CNAG_05045T0	1507
CNAG_05046T0	2560
CNAG_05049T0	3133
CNAG_05050T0	1825
CNAG_05053T0	2156
CNAG_05055T0	1349
CNAG_05056T0	2789
CNAG_05057T0	2053
CNAG_05057T1	2053
CNAG_05058T0	1784
CNAG_05059T0	2150
CNAG_05060T0	1638
CNAG_05061T0	2710
CNAG_05061T1	2710
CNAG_05062T0	2727
CNAG_05063T0	5183
CNAG_05064T0	2083
CNAG_05065T0	709
CNAG_05066T0	1900
CNAG_05067T0	1526
CNAG_05068T0	2768
CNAG_05069T0	1006
CNAG_05070T0	4899
CNAG_05071T0	2736
CNAG_05072T0	2114
CNAG_05074T0	4171
CNAG_05075T0	2420
CNAG_05076T0	1656
CNAG_05077T0	3627
CNAG_05078T0	3304
CNAG_05078T1	3304
CNAG_05078T2	3304
CNAG_05078T3	3304
CNAG_05079T0	816
CNAG_05080T0	4116
CNAG_05081T0	2222
CNAG_05081T1	2222
CNAG_05082T0	2199
CNAG_05083T0	3937
CNAG_05084T0	3242
CNAG_05085T0	1446
CNAG_05086T0	917
CNAG_05087T0	1594
CNAG_05089T0	2249
CNAG_05089T1	2249
CNAG_05090T0	2038
CNAG_05091T0	1148
CNAG_05092T0	444
CNAG_05093T0	2193
CNAG_05095T0	1575
CNAG_05096T0	2808
CNAG_05096T1	2808
CNAG_05096T2	2808
CNAG_05097T0	1642
CNAG_05098T0	1175
CNAG_05099T0	893
CNAG_05100T0	2039
CNAG_05101T0	3421
CNAG_05102T0	3672
CNAG_05103T0	1259
CNAG_05104T0	2318
CNAG_05104T1	2318
CNAG_05105T0	2748
CNAG_05106T0	1445
CNAG_05107T0	1172
CNAG_05109T0	3574
CNAG_05109T1	3574
CNAG_05110T0	852
CNAG_05111T0	979
CNAG_05112T0	3160
CNAG_05113T0	2375
CNAG_05114T0	3245
CNAG_05115T0	2037
CNAG_05116T0	2364
CNAG_05117T0	2696
CNAG_05118T0	1434
CNAG_05119T0	2371
CNAG_05120T0	2716
CNAG_05121T0	3412
CNAG_05122T0	1984
CNAG_05123T0	1475
CNAG_05124T0	3365
CNAG_05125T0	1465
CNAG_05129T0	1818
CNAG_05130T0	3331
CNAG_05131T0	1217
CNAG_05132T0	2401
CNAG_05134T0	2142
CNAG_05135T0	3964
CNAG_05136T0	4812
CNAG_05137T0	1534
CNAG_05138T0	4235
CNAG_05139T0	3064
CNAG_05139T1	3064
CNAG_05140T0	3038
CNAG_05141T0	2398
CNAG_05142T0	1925
CNAG_05144T0	1565
CNAG_05145T0	4169
CNAG_05146T0	1119
CNAG_05147T0	3044
CNAG_05148T0	3135
CNAG_05149T0	1794
CNAG_05150T0	2653
CNAG_05151T0	1325
CNAG_05152T0	3575
CNAG_05153T0	3453
CNAG_05154T0	1811
CNAG_05155T0	5363
CNAG_05156T0	2048
CNAG_05156T1	2048
CNAG_05157T0	1848
CNAG_05158T0	2895
CNAG_05158T1	2895
CNAG_05159T0	2887
CNAG_05159T1	2887
CNAG_05160T0	517
CNAG_05161T0	1556
CNAG_05161T1	1556
CNAG_05162T0	562
CNAG_05163T0	3657
CNAG_05164T0	3612
CNAG_05165T0	1437
CNAG_05166T0	6304
CNAG_05167T0	701
CNAG_05168T0	2326
CNAG_05168T1	2326
CNAG_05169T0	2898
CNAG_05170T0	4030
CNAG_05171T0	1349
CNAG_05172T0	5024
CNAG_05173T0	1930
CNAG_05176T0	2402
CNAG_05177T0	3106
CNAG_05178T0	1901
CNAG_05179T0	2583
CNAG_05180T0	3212
CNAG_05181T0	4079
CNAG_05182T0	5615
CNAG_05183T0	2504
CNAG_05184T0	1244
CNAG_05185T0	1427
CNAG_05185T1	1427
CNAG_05186T0	1358
CNAG_05187T0	4876
CNAG_05188T0	1882
CNAG_05188T1	1882
CNAG_05189T0	2372
CNAG_05190T0	2713
CNAG_05191T0	2623
CNAG_05192T0	995
CNAG_05193T0	2140
CNAG_05194T0	2106
CNAG_05195T0	4554
CNAG_05196T0	987
CNAG_05197T0	1033
CNAG_05198T0	2427
CNAG_05199T0	2794
CNAG_05200T0	1770
CNAG_05201T0	4766
CNAG_05202T0	2299
CNAG_05212T0	1218
CNAG_05215T0	1936
CNAG_05216T0	3085
CNAG_05217T0	1435
CNAG_05218T0	2042
CNAG_05219T0	1574
CNAG_05220T0	5716
CNAG_05221T0	1083
CNAG_05222T0	2713
CNAG_05223T0	1632
CNAG_05224T0	1740
CNAG_05225T0	834
CNAG_05226T0	1600
CNAG_05227T0	1792
CNAG_05228T0	1771
CNAG_05229T0	1957
CNAG_05230T0	1886
CNAG_05231T0	3822
CNAG_05232T0	1318
CNAG_05233T0	4165
CNAG_05234T0	1457
CNAG_05235T0	2265
CNAG_05236T0	2231
CNAG_05237T0	1977
CNAG_05238T0	1973
CNAG_05238T1	1973
CNAG_05239T0	865
CNAG_05240T0	2113
CNAG_05241T0	936
CNAG_05242T0	4455
CNAG_05243T0	2866
CNAG_05244T0	2366
CNAG_05245T0	2401
CNAG_05246T0	1265
CNAG_05247T0	1670
CNAG_05248T0	3295
CNAG_05250T0	3792
CNAG_05251T0	1785
CNAG_05252T0	1898
CNAG_05253T0	2714
CNAG_05254T0	1853
CNAG_05255T0	3151
CNAG_05256T0	5308
CNAG_05258T0	2061
CNAG_05259T0	1895
CNAG_05259T1	1895
CNAG_05260T0	2852
CNAG_05261T0	2930
CNAG_05262T0	2864
CNAG_05263T0	1916
CNAG_05264T0	2878
CNAG_05264T1	2878
CNAG_05265T0	1332
CNAG_05266T0	2172
CNAG_05266T1	2172
CNAG_05267T0	2540
CNAG_05268T0	1261
CNAG_05269T0	1182
CNAG_05270T0	2999
CNAG_05271T0	1433
CNAG_05272T0	2512
CNAG_05272T1	2512
CNAG_05273T0	1145
CNAG_05273T1	1145
CNAG_05274T0	3281
CNAG_05276T0	3101
CNAG_05277T0	3253
CNAG_05277T1	3253
CNAG_05278T0	1156
CNAG_05278T1	993
CNAG_05279T0	1573
CNAG_05280T0	3538
CNAG_05281T0	1425
CNAG_05281T1	1425
CNAG_05282T0	4148
CNAG_05283T0	1586
CNAG_05284T0	2307
CNAG_05285T0	1459
CNAG_05286T0	865
CNAG_05286T1	865
CNAG_05287T0	1983
CNAG_05288T0	2121
CNAG_05288T1	2121
CNAG_05289T0	3149
CNAG_05290T0	2152
CNAG_05291T0	4312
CNAG_05292T0	2855
CNAG_05293T0	3856
CNAG_05294T0	3407
CNAG_05295T0	1433
CNAG_05296T0	2546
CNAG_05297T0	1327
CNAG_05298T0	4367
CNAG_05298T1	4367
CNAG_05299T0	1294
CNAG_05300T0	3098
CNAG_05301T0	4001
CNAG_05302T0	3260
CNAG_05303T0	2506
CNAG_05304T0	3115
CNAG_05304T1	3115
CNAG_05304T2	3115
CNAG_05305T0	1827
CNAG_05306T0	2646
CNAG_05307T0	3121
CNAG_05308T0	4911
CNAG_05308T1	4911
CNAG_05309T0	3739
CNAG_05310T0	1488
CNAG_05311T0	3423
CNAG_05311T1	3423
CNAG_05312T0	2176
CNAG_05313T0	5944
CNAG_05313T1	5944
CNAG_05313T2	5944
CNAG_05313T3	5944
CNAG_05313T4	5944
CNAG_05314T0	2088
CNAG_05315T0	2974
CNAG_05316T0	2349
CNAG_05317T0	1785
CNAG_05318T0	2575
CNAG_05319T0	1928
CNAG_05320T0	2090
CNAG_05321T0	2060
CNAG_05321T1	2060
CNAG_05324T0	2446
CNAG_05325T0	2306
CNAG_05326T0	1517
CNAG_05327T0	3421
CNAG_05329T0	1675
CNAG_05329T1	1675
CNAG_05330T0	2410
CNAG_05331T0	1106
CNAG_05332T0	1103
CNAG_05333T0	3050
CNAG_05334T0	2249
CNAG_05334T1	2249
CNAG_05335T0	419
CNAG_05336T0	2679
CNAG_05336T1	2679
CNAG_05336T2	2679
CNAG_05337T0	3165
CNAG_05337T1	3165
CNAG_05338T0	682
CNAG_05339T0	1294
CNAG_05340T0	2925
CNAG_05341T0	3017
CNAG_05342T0	1479
CNAG_05343T0	6164
CNAG_05344T0	4501
CNAG_05345T0	2675
CNAG_05346T0	2542
CNAG_05348T0	2510
CNAG_05349T0	6077
CNAG_05350T0	2149
CNAG_05350T1	2149
CNAG_05351T0	1426
CNAG_05352T0	2712
CNAG_05353T0	4970
CNAG_05354T0	1367
CNAG_05355T0	3632
CNAG_05356T0	1956
CNAG_05357T0	1750
CNAG_05358T0	2604
CNAG_05359T0	3378
CNAG_05360T0	2747
CNAG_05363T0	1509
CNAG_05364T0	1731
CNAG_05364T1	1731
CNAG_05365T0	1687
CNAG_05366T0	2469
CNAG_05367T0	1142
CNAG_05369T0	4808
CNAG_05369T1	4808
CNAG_05369T2	4808
CNAG_05370T0	1711
CNAG_05371T0	2791
CNAG_05372T0	1853
CNAG_05373T0	1759
CNAG_05374T0	3586
CNAG_05375T0	2900
CNAG_05376T0	1997
CNAG_05377T0	2943
CNAG_05378T0	1416
CNAG_05378T1	1416
