	Transcript	150904CM018-A_x	150904CM018-B_x	150904CM018-W_x	150904CM763-A_x	150904CM763-B_x	150904CM763-W_x	150904CM764-A_x	150904CM764-B_x	150904CM764-W_x	Intron	150904CM018-A_y	150904CM018-B_y	150904CM018-W_y	150904CM763-A_y	150904CM763-B_y	150904CM763-W_y	150904CM764-A_y	150904CM764-B_y	150904CM764-W_y	Length	150904CM763-B_x_norm	150904CM764-B_x_norm
34	CNAG_00028T1	4	18.0	489	284	2226	44.0	251.0	347.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	2466	inf	inf
34	CNAG_00028T1	4	18.0	489	284	2226	44.0	251.0	347.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2466	inf	inf
34	CNAG_00028T1	4	18.0	489	284	2226	44.0	251.0	347.0	0.0	8.0	0.0	0.0	0.0	5.0	1.0	0.0	3.0	0.0	0.0	2466	inf	inf
34	CNAG_00028T1	4	18.0	489	284	2226	44.0	251.0	347.0	0.0	9.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2466	inf	inf
36	CNAG_00030T0	1	1.0	133	19	71	11.0	15.0	13.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
36	CNAG_00030T0	1	1.0	133	19	71	11.0	15.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
36	CNAG_00030T0	1	1.0	133	19	71	11.0	15.0	13.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
36	CNAG_00030T0	1	1.0	133	19	71	11.0	15.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
37	CNAG_00030T1	1	1.0	133	19	71	11.0	15.0	13.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
37	CNAG_00030T1	1	1.0	133	19	71	11.0	15.0	13.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
37	CNAG_00030T1	1	1.0	133	19	71	11.0	15.0	13.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
37	CNAG_00030T1	1	1.0	133	19	71	11.0	15.0	13.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1424	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
38	CNAG_00031T0	3	6.0	539	86	660	44.0	74.0	87.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	6.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	7.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	9.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	3712	inf	inf
39	CNAG_00031T1	3	6.0	539	86	660	44.0	74.0	87.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3712	inf	inf
42	CNAG_00034T0	48	137.0	22463	1333	6385	2876.0	983.0	1026.0	0.0	1.0	1.0	1.0	2.0	294.0	85.0	0.0	157.0	12.0	2.0	1637	inf	0.5
42	CNAG_00034T0	48	137.0	22463	1333	6385	2876.0	983.0	1026.0	0.0	2.0	1.0	0.0	0.0	42.0	12.0	0.0	18.0	2.0	0.0	1637	inf	inf
42	CNAG_00034T0	48	137.0	22463	1333	6385	2876.0	983.0	1026.0	0.0	3.0	0.0	0.0	0.0	17.0	7.0	0.0	14.0	2.0	0.0	1637	inf	inf
42	CNAG_00034T0	48	137.0	22463	1333	6385	2876.0	983.0	1026.0	0.0	4.0	0.0	0.0	0.0	6.0	4.0	0.0	3.0	0.0	0.0	1637	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	4.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	5.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	6.0	0.0	0.0	0.0	1.0	2.0	1.0	0.0	0.0	0.0	4953	1.0	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	7.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	8.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4953	inf	inf
43	CNAG_00035T0	3	7.0	177	81	447	15.0	72.0	90.0	0.0	10.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4953	inf	inf
44	CNAG_00036T0	4	12.0	1074	332	1642	19.0	420.0	392.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	1571	inf	inf
44	CNAG_00036T0	4	12.0	1074	332	1642	19.0	420.0	392.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1571	inf	inf
44	CNAG_00036T0	4	12.0	1074	332	1642	19.0	420.0	392.0	0.0	3.0	0.0	0.0	0.0	6.0	1.0	0.0	4.0	0.0	0.0	1571	inf	inf
44	CNAG_00036T0	4	12.0	1074	332	1642	19.0	420.0	392.0	0.0	4.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	0.0	1.0	1571	inf	1.0
44	CNAG_00036T0	4	12.0	1074	332	1642	19.0	420.0	392.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1571	inf	inf
44	CNAG_00036T0	4	12.0	1074	332	1642	19.0	420.0	392.0	0.0	6.0	0.0	0.0	0.0	8.0	1.0	0.0	4.0	0.0	0.0	1571	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2539	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2539	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2539	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	4.0	0.0	0.0	0.0	4.0	1.0	0.0	0.0	0.0	0.0	2539	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	5.0	0.0	0.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	2539	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	6.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	2539	inf	inf
45	CNAG_00038T0	4	14.0	1189	117	635	63.0	140.0	138.0	0.0	7.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	2539	inf	inf
46	CNAG_00039T0	5	19.0	912	295	2063	44.0	313.0	463.0	0.0	1.0	0.0	0.0	0.0	11.0	0.0	0.0	6.0	1.0	0.0	5207	inf	inf
46	CNAG_00039T0	5	19.0	912	295	2063	44.0	313.0	463.0	0.0	2.0	0.0	0.0	0.0	9.0	3.0	0.0	5.0	0.0	0.0	5207	inf	inf
46	CNAG_00039T0	5	19.0	912	295	2063	44.0	313.0	463.0	0.0	3.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	5207	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	1.0	1.0	1.0	0.0	131.0	29.0	0.0	111.0	8.0	0.0	2471	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	5.0	0.0	0.0	2471	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	2471	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	7.0	0.0	0.0	2471	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	5.0	0.0	0.0	0.0	10.0	4.0	0.0	8.0	0.0	0.0	2471	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	6.0	0.0	0.0	0.0	9.0	3.0	0.0	2.0	0.0	0.0	2471	inf	inf
47	CNAG_00040T0	20	81.0	2725	662	2881	134.0	820.0	839.0	0.0	7.0	0.0	0.0	0.0	8.0	4.0	0.0	6.0	0.0	0.0	2471	inf	inf
50	CNAG_00044T0	11	36.0	2267	229	1612	114.0	263.0	362.0	0.0	1.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	3963	inf	inf
50	CNAG_00044T0	11	36.0	2267	229	1612	114.0	263.0	362.0	0.0	2.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	3963	inf	inf
50	CNAG_00044T0	11	36.0	2267	229	1612	114.0	263.0	362.0	0.0	3.0	0.0	0.0	0.0	5.0	2.0	0.0	3.0	0.0	0.0	3963	inf	inf
50	CNAG_00044T0	11	36.0	2267	229	1612	114.0	263.0	362.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	3963	inf	inf
50	CNAG_00044T0	11	36.0	2267	229	1612	114.0	263.0	362.0	0.0	5.0	0.0	0.0	0.0	7.0	0.0	0.0	2.0	0.0	0.0	3963	inf	inf
51	CNAG_00045T0	4	13.0	879	61	341	36.0	75.0	95.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1578	inf	inf
52	CNAG_00046T0	12	52.0	3890	645	3225	276.0	650.0	620.0	0.0	1.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	0.0	0.0	1641	inf	inf
52	CNAG_00046T0	12	52.0	3890	645	3225	276.0	650.0	620.0	0.0	2.0	0.0	0.0	0.0	7.0	3.0	0.0	9.0	0.0	0.0	1641	inf	inf
52	CNAG_00046T0	12	52.0	3890	645	3225	276.0	650.0	620.0	0.0	3.0	0.0	0.0	0.0	14.0	1.0	0.0	8.0	1.0	0.0	1641	inf	inf
52	CNAG_00046T0	12	52.0	3890	645	3225	276.0	650.0	620.0	0.0	4.0	0.0	0.0	0.0	10.0	4.0	0.0	7.0	0.0	0.0	1641	inf	inf
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	2436	inf	inf
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	2.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	2436	inf	inf
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	3.0	0.0	1.0	1.0	1.0	2.0	0.0	0.0	0.0	1.0	2436	inf	1.0
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	4.0	0.0	0.0	0.0	3.0	1.0	0.0	1.0	0.0	0.0	2436	inf	inf
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	5.0	0.0	0.0	1.0	2.0	1.0	0.0	9.0	0.0	1.0	2436	inf	1.0
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	6.0	0.0	0.0	1.0	4.0	0.0	0.0	2.0	0.0	1.0	2436	inf	1.0
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	7.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	0.0	2436	inf	inf
53	CNAG_00047T0	10	16.0	1208	236	1493	53.0	453.0	486.0	0.0	8.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	0.0	2436	inf	inf
55	CNAG_00049T0	1	3.0	356	60	277	22.0	55.0	63.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2271	inf	inf
55	CNAG_00049T0	1	3.0	356	60	277	22.0	55.0	63.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2271	inf	inf
55	CNAG_00049T0	1	3.0	356	60	277	22.0	55.0	63.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2271	inf	inf
55	CNAG_00049T0	1	3.0	356	60	277	22.0	55.0	63.0	0.0	4.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2271	inf	inf
56	CNAG_00050T0	4	7.0	474	114	572	30.0	116.0	148.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	2.0	1.0	0.0	1447	inf	inf
56	CNAG_00050T0	4	7.0	474	114	572	30.0	116.0	148.0	0.0	2.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	1447	inf	inf
56	CNAG_00050T0	4	7.0	474	114	572	30.0	116.0	148.0	0.0	3.0	0.0	0.0	0.0	2.0	0.0	0.0	2.0	0.0	0.0	1447	inf	inf
56	CNAG_00050T0	4	7.0	474	114	572	30.0	116.0	148.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	1447	inf	inf
57	CNAG_00051T0	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6668	inf	inf
57	CNAG_00051T0	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6668	inf	inf
57	CNAG_00051T0	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	6668	inf	inf
57	CNAG_00051T0	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	6668	inf	inf
58	CNAG_00051T1	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	6668	inf	inf
58	CNAG_00051T1	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6668	inf	inf
58	CNAG_00051T1	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	3.0	0.0	0.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	6668	inf	inf
58	CNAG_00051T1	23	95.0	5391	765	6056	290.0	897.0	1178.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	6668	inf	inf
59	CNAG_00052T0	9	29.0	3544	389	1852	152.0	496.0	463.0	0.0	1.0	0.0	0.0	0.0	15.0	6.0	0.0	15.0	0.0	0.0	721	inf	inf
61	CNAG_00054T0	9	23.0	2323	57	314	26.0	98.0	128.0	0.0	1.0	0.0	0.0	0.0	10.0	3.0	0.0	12.0	0.0	0.0	1272	inf	inf
62	CNAG_00055T0	8	8.0	1349	82	421	142.0	72.0	72.0	0.0	1.0	0.0	0.0	0.0	9.0	4.0	0.0	3.0	0.0	0.0	1494	inf	inf
63	CNAG_00056T0	5	15.0	994	99	628	59.0	134.0	118.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	3.0	0.0	0.0	2360	inf	inf
64	CNAG_00057T0	124	258.0	30537	2877	17521	1023.0	6297.0	8001.0	0.0	1.0	0.0	4.0	5.0	201.0	75.0	0.0	306.0	23.0	5.0	1641	inf	0.2
64	CNAG_00057T0	124	258.0	30537	2877	17521	1023.0	6297.0	8001.0	0.0	2.0	1.0	0.0	0.0	69.0	21.0	0.0	163.0	8.0	0.0	1641	inf	inf
64	CNAG_00057T0	124	258.0	30537	2877	17521	1023.0	6297.0	8001.0	0.0	3.0	1.0	0.0	0.0	79.0	11.0	0.0	87.0	2.0	0.0	1641	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	1.0	1.0	0.0	0.0	14.0	1.0	0.0	8.0	0.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	2.0	0.0	0.0	0.0	3.0	3.0	0.0	1.0	0.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	3.0	0.0	0.0	0.0	11.0	6.0	0.0	6.0	0.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	4.0	0.0	0.0	0.0	2.0	1.0	0.0	4.0	0.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	5.0	0.0	0.0	0.0	21.0	11.0	0.0	20.0	1.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	6.0	0.0	0.0	0.0	5.0	1.0	0.0	6.0	1.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	7.0	0.0	0.0	0.0	5.0	1.0	0.0	1.0	1.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	8.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	1.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	9.0	0.0	0.0	0.0	7.0	0.0	0.0	6.0	0.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	10.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2811	inf	inf
65	CNAG_00058T0	30	58.0	3078	876	4953	249.0	1106.0	1138.0	0.0	11.0	0.0	0.0	0.0	4.0	2.0	0.0	2.0	0.0	0.0	2811	inf	inf
66	CNAG_00059T0	2	2.0	198	36	142	11.0	25.0	23.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	0.0	1.0	0.0	0.0	1055	inf	inf
67	CNAG_00060T0	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1708	inf	inf
67	CNAG_00060T0	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	1708	inf	inf
67	CNAG_00060T0	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	3.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	1708	inf	inf
67	CNAG_00060T0	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	1708	inf	inf
68	CNAG_00060T1	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	0.0	0.0	0.0	1708	inf	inf
68	CNAG_00060T1	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	2.0	0.0	0.0	0.0	3.0	1.0	0.0	2.0	0.0	0.0	1708	inf	inf
68	CNAG_00060T1	8	14.0	917	194	1067	63.0	180.0	191.0	0.0	3.0	0.0	0.0	0.0	4.0	0.0	0.0	5.0	0.0	0.0	1708	inf	inf
69	CNAG_00061T0	103	333.0	19174	3799	20369	1653.0	5276.0	5968.0	0.0	1.0	1.0	0.0	0.0	44.0	13.0	0.0	37.0	3.0	0.0	2976	inf	inf
69	CNAG_00061T0	103	333.0	19174	3799	20369	1653.0	5276.0	5968.0	0.0	2.0	0.0	0.0	0.0	41.0	19.0	0.0	34.0	7.0	0.0	2976	inf	inf
69	CNAG_00061T0	103	333.0	19174	3799	20369	1653.0	5276.0	5968.0	0.0	3.0	0.0	0.0	0.0	32.0	34.0	0.0	18.0	6.0	0.0	2976	inf	inf
69	CNAG_00061T0	103	333.0	19174	3799	20369	1653.0	5276.0	5968.0	0.0	4.0	1.0	1.0	0.0	62.0	34.0	1.0	59.0	4.0	0.0	2976	1.0	inf
70	CNAG_00062T0	9	48.0	3264	314	1993	240.0	347.0	387.0	0.0	1.0	0.0	0.0	0.0	7.0	2.0	0.0	1.0	0.0	0.0	2135	inf	inf
70	CNAG_00062T0	9	48.0	3264	314	1993	240.0	347.0	387.0	0.0	2.0	0.0	0.0	0.0	6.0	0.0	0.0	4.0	0.0	0.0	2135	inf	inf
70	CNAG_00062T0	9	48.0	3264	314	1993	240.0	347.0	387.0	0.0	3.0	0.0	0.0	0.0	2.0	1.0	0.0	3.0	0.0	0.0	2135	inf	inf
70	CNAG_00062T0	9	48.0	3264	314	1993	240.0	347.0	387.0	0.0	4.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	2135	inf	inf
71	CNAG_00063T0	3	6.0	306	91	485	49.0	74.0	62.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	0.0	2.0	0.0	0.0	1497	inf	inf
71	CNAG_00063T0	3	6.0	306	91	485	49.0	74.0	62.0	0.0	2.0	0.0	0.0	0.0	2.0	2.0	0.0	3.0	0.0	0.0	1497	inf	inf
72	CNAG_00064T0	9	31.0	1556	767	2766	149.0	524.0	448.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1239	inf	inf
72	CNAG_00064T0	9	31.0	1556	767	2766	149.0	524.0	448.0	0.0	2.0	0.0	1.0	2.0	93.0	26.0	0.0	44.0	3.0	2.0	1239	inf	0.5
72	CNAG_00064T0	9	31.0	1556	767	2766	149.0	524.0	448.0	0.0	3.0	0.0	0.0	0.0	81.0	15.0	0.0	39.0	0.0	0.0	1239	inf	inf
73	CNAG_00065T0	21	86.0	6701	875	6348	474.0	701.0	872.0	0.0	1.0	0.0	0.0	1.0	54.0	22.0	1.0	26.0	3.0	1.0	1977	1.0	1.0
73	CNAG_00065T0	21	86.0	6701	875	6348	474.0	701.0	872.0	0.0	2.0	0.0	0.0	1.0	9.0	2.0	0.0	6.0	0.0	1.0	1977	inf	1.0
73	CNAG_00065T0	21	86.0	6701	875	6348	474.0	701.0	872.0	0.0	3.0	0.0	0.0	0.0	8.0	1.0	0.0	3.0	0.0	0.0	1977	inf	inf
73	CNAG_00065T0	21	86.0	6701	875	6348	474.0	701.0	872.0	0.0	4.0	0.0	0.0	0.0	12.0	3.0	0.0	10.0	0.0	0.0	1977	inf	inf
73	CNAG_00065T0	21	86.0	6701	875	6348	474.0	701.0	872.0	0.0	5.0	0.0	0.0	0.0	13.0	3.0	0.0	6.0	0.0	0.0	1977	inf	inf
74	CNAG_00066T0	12	66.0	4725	391	3315	269.0	444.0	622.0	0.0	1.0	0.0	0.0	0.0	2.0	1.0	0.0	2.0	0.0	0.0	4875	inf	inf
74	CNAG_00066T0	12	66.0	4725	391	3315	269.0	444.0	622.0	0.0	2.0	0.0	0.0	0.0	7.0	3.0	0.0	2.0	0.0	0.0	4875	inf	inf
75	CNAG_00067T0	10	35.0	1950	620	2485	225.0	544.0	488.0	0.0	1.0	0.0	0.0	0.0	8.0	5.0	0.0	13.0	2.0	0.0	2419	inf	inf
75	CNAG_00067T0	10	35.0	1950	620	2485	225.0	544.0	488.0	0.0	2.0	0.0	0.0	0.0	5.0	4.0	0.0	3.0	1.0	0.0	2419	inf	inf
