	Five_p_Score	Three_p_Score	150904CM018-A_end	150904CM018-B_end	150904CM018-W_end	150904CM763-A_end	150904CM763-B_end	150904CM763-W_end	150904CM764-A_end	150904CM764-B_end	150904CM018-A_total	150904CM018-B_total	150904CM018-W_total	150904CM763-A_total	150904CM763-B_total	150904CM763-W_total	150904CM764-A_total	150904CM764-B_total	Length	150904CM763-A_end_norm	150904CM764-A_end_norm
CNAG_00038T0-1	5.07290733957	13.7501017501	0	0	0	0	0	0	0	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.0	0.0
CNAG_00038T0-2	6.18298738299	12.4869895537	0	0	0	1	0	0	0	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.0079461818628	0.0
CNAG_00038T0-3	6.51336318003	12.23665717	0	0	0	0	0	0	0	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.0	0.0
CNAG_00038T0-4	7.90546737213	12.7099172433	0	0	0	4	1	0	0	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.127138909805	0.0
CNAG_00038T0-5	7.03014516348	13.0908696242	0	0	0	2	0	0	1	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.0317847274512	0.00709136193569
CNAG_00038T0-6	6.07130647131	12.4869352869	0	0	0	1	0	0	1	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.0079461818628	0.00709136193569
CNAG_00038T0-7	6.62205942206	10.7032424366	0	0	0	3	1	0	1	0	4.0	14.0	1189.0	117.0	635.0	63.0	140.0	138.0	2539	0.0715156367652	0.00709136193569
CNAG_00039T0-1	5.01739248406	9.17308370642	0	0	0	11	0	0	6	1	5.0	19.0	912.0	295.0	2063.0	44.0	313.0	463.0	5207	0.295950016204	0.0760904667311
CNAG_00039T0-2	5.88500881834	13.4968389635	0	0	0	9	3	0	5	0	5.0	19.0	912.0	295.0	2063.0	44.0	313.0	463.0	5207	0.198115300103	0.0528406018966
CNAG_00040T0-1	6.36130782797	13.6658255325	1	1	0	131	29	0	111	8	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	30.0560260714	14.371190127
CNAG_00040T0-2	6.67377560711	10.3039479039	0	0	0	2	2	0	5	0	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	0.00700565842815	0.0291599507487
CNAG_00040T0-3	5.34288427622	13.6722290056	0	0	0	2	1	0	4	0	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	0.00700565842815	0.0186623684791
CNAG_00040T0-4	5.51181657848	12.8582281916	0	0	0	2	1	0	7	0	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	0.00700565842815	0.0571535034674
CNAG_00040T0-5	6.42886989554	10.826048026	0	0	0	10	4	0	8	0	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	0.175141460704	0.0746494739166
CNAG_00040T0-6	5.84875864876	10.7361280695	0	0	0	9	3	0	2	0	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	0.14186458317	0.00466559211979
CNAG_00040T0-7	6.69591642925	12.4873694207	0	0	0	8	4	0	6	0	20.0	81.0	2725.0	662.0	2881.0	134.0	820.0	839.0	2471	0.11209053485	0.0419903290781
CNAG_00043T0-1	6.92790666124	13.7937864605	0	0	0	3	1	0	0	1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3465	0.0	0.0
CNAG_00044T0-1	6.84683218017	11.0209740876	0	0	0	3	1	0	1	0	11.0	36.0	2267.0	229.0	1612.0	114.0	263.0	362.0	3963	0.0281714822245	0.00270333687051
CNAG_00044T0-2	5.44609957943	13.0481617148	0	0	0	5	0	0	0	1	11.0	36.0	2267.0	229.0	1612.0	114.0	263.0	362.0	3963	0.0782541172903	0.0
CNAG_00044T0-3	5.36502509836	12.946031746	0	0	0	5	2	0	3	0	11.0	36.0	2267.0	229.0	1612.0	114.0	263.0	362.0	3963	0.0782541172903	0.0243300318346
CNAG_00044T0-4	6.03158323158	12.5352869353	0	0	0	4	0	0	5	0	11.0	36.0	2267.0	229.0	1612.0	114.0	263.0	362.0	3963	0.0500826350658	0.0675834217628
CNAG_00044T0-5	6.32370099037	12.6120200787	0	0	0	7	0	0	2	0	11.0	36.0	2267.0	229.0	1612.0	114.0	263.0	362.0	3963	0.153378069889	0.010813347482
CNAG_00045T0-1	4.59796499796	13.1965811966	0	0	0	1	0	0	0	0	4.0	13.0	879.0	61.0	341.0	36.0	75.0	95.0	1578	0.0147971421785	0.0
CNAG_00046T0-1	6.40553520554	13.9178401845	0	0	0	1	2	0	1	0	12.0	52.0	3890.0	645.0	3225.0	276.0	650.0	620.0	1641	0.00156459704895	0.00157839991472
CNAG_00046T0-2	5.47019400353	11.1025369692	0	0	0	7	3	0	9	0	12.0	52.0	3890.0	645.0	3225.0	276.0	650.0	620.0	1641	0.0766652553988	0.127850393092
CNAG_00046T0-3	5.61069054402	13.3833129833	0	0	0	14	1	0	8	1	12.0	52.0	3890.0	645.0	3225.0	276.0	650.0	620.0	1641	0.306661021595	0.101017594542
CNAG_00046T0-4	6.05128205128	11.3746845747	0	0	0	10	4	0	7	0	12.0	52.0	3890.0	645.0	3225.0	276.0	650.0	620.0	1641	0.156459704895	0.0773415958212
CNAG_00047T0-1	5.8908696242	13.6344593678	0	0	0	0	0	0	1	1	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.0	0.00201359659902
CNAG_00047T0-2	5.61638854972	12.3628815629	0	0	0	1	1	0	1	0	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.00337965538036	0.00201359659902
CNAG_00047T0-3	7.07638040971	10.412047212	0	1	1	1	2	0	0	0	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.00337965538036	0.0
CNAG_00047T0-4	5.51181657848	10.9566680233	0	0	0	3	1	0	1	0	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.0304168984232	0.00201359659902
CNAG_00047T0-5	4.89008275675	13.5333604667	0	0	1	2	1	0	9	0	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.0135186215214	0.163101324521
CNAG_00047T0-6	5.51181657848	13.5199565866	0	0	1	4	0	0	2	0	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.0540744860858	0.00805438639609
CNAG_00047T0-7	5.97606837607	10.487695021	0	0	0	1	1	0	1	1	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.00337965538036	0.00201359659902
CNAG_00047T0-8	7.66262379596	13.4090896758	0	0	0	1	0	0	6	0	10.0	16.0	1208.0	236.0	1493.0	53.0	453.0	486.0	2436	0.00337965538036	0.0724894775648
CNAG_00048T0-1	5.01739248406	10.4666938	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2576	0.0	0.0
CNAG_00048T0-2	5.05076651743	11.930972731	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2576	0.0	0.0
CNAG_00048T0-3	8.65038665039	13.7560168227	0	0	0	1	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2576	0.0	0.0
CNAG_00048T0-4	5.75818749152	13.1848053181	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2576	0.0	0.0
CNAG_00048T0-5	5.93124406458	10.7011260345	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2576	0.0	0.0
CNAG_00048T0-6	4.89008275675	13.7148826482	0	0	0	1	0	0	1	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2576	0.0	0.0
CNAG_00049T0-1	5.17758784425	10.7751458418	0	0	0	0	0	0	0	0	1.0	3.0	356.0	60.0	277.0	22.0	55.0	63.0	2271	0.0	0.0
CNAG_00049T0-2	5.17758784425	11.326007326	0	0	0	0	0	0	0	0	1.0	3.0	356.0	60.0	277.0	22.0	55.0	63.0	2271	0.0	0.0
CNAG_00049T0-3	6.4824311491	12.7962555963	0	0	0	0	0	0	0	0	1.0	3.0	356.0	60.0	277.0	22.0	55.0	63.0	2271	0.0	0.0
CNAG_00049T0-4	5.80393433727	13.3738163071	0	0	0	1	0	0	0	0	1.0	3.0	356.0	60.0	277.0	22.0	55.0	63.0	2271	0.0182159764725	0.0
CNAG_00050T0-1	5.78032831366	12.5414733415	0	0	0	1	1	0	2	1	4.0	7.0	474.0	114.0	572.0	30.0	116.0	148.0	1447	0.00882137322181	0.0264488634358
CNAG_00050T0-2	5.90280830281	13.6477547144	0	0	0	3	0	0	2	0	4.0	7.0	474.0	114.0	572.0	30.0	116.0	148.0	1447	0.0793923589963	0.0264488634358
CNAG_00050T0-3	5.84875864876	13.5693393027	0	0	0	2	0	0	2	0	4.0	7.0	474.0	114.0	572.0	30.0	116.0	148.0	1447	0.0352854928873	0.0264488634358
CNAG_00050T0-4	6.32370099037	11.6488400488	0	0	0	0	0	0	3	0	4.0	7.0	474.0	114.0	572.0	30.0	116.0	148.0	1447	0.0	0.0595099427306
CNAG_00051T0-1	6.34367114367	13.4908696242	0	0	0	0	0	0	0	0	23.0	95.0	5391.0	765.0	6056.0	290.0	897.0	1178.0	6668	0.0	0.0
CNAG_00051T0-2	5.07290733957	13.514638448	0	0	0	0	0	0	0	0	23.0	95.0	5391.0	765.0	6056.0	290.0	897.0	1178.0	6668	0.0	0.0
CNAG_00051T0-3	5.75818749152	13.76334283	0	0	0	3	0	0	2	0	23.0	95.0	5391.0	765.0	6056.0	290.0	897.0	1178.0	6668	0.00749874989199	0.00332294718888
CNAG_00052T0-1	6.07130647131	12.9534120201	0	0	0	15	6	0	15	0	9.0	29.0	3544.0	389.0	1852.0	152.0	496.0	463.0	721	0.613018754669	0.47556541707
CNAG_00053T0-1	7.61112467779	10.3045991046	0	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036	0.0	0.0
CNAG_00053T0-2	8.17728937729	13.7149369149	0	0	0	3	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036	0.0	0.0
CNAG_00053T0-3	8.0881291548	11.1437796771	0	0	0	5	1	0	2	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1036	0.0	0.0
CNAG_00054T0-1	8.92389092389	11.5283679284	0	0	0	10	3	0	12	0	9.0	23.0	2323.0	57.0	314.0	26.0	98.0	128.0	1272	1.60695079073	1.10093394052
CNAG_00055T0-1	5.05076651743	12.7217473884	0	0	0	9	4	0	3	0	8.0	8.0	1349.0	82.0	421.0	142.0	72.0	72.0	1494	0.970812028772	0.122325993391
CNAG_00056T0-1	7.43454076787	11.1025369692	0	0	0	2	0	0	3	0	5.0	15.0	994.0	99.0	628.0	59.0	134.0	118.0	2360	0.0321390158145	0.0746395891875
CNAG_00057T0-1	5.8908696242	12.5344186678	0	4	5	201	75	0	306	23	124.0	258.0	30537.0	2877.0	17521.0	1023.0	6297.0	8001.0	1641	11.6349749063	11.4526851315
CNAG_00057T0-2	5.69925383259	12.6598290598	1	0	0	69	21	0	163	8	124.0	258.0	30537.0	2877.0	17521.0	1023.0	6297.0	8001.0	1641	1.37110753519	3.24967310926
CNAG_00057T0-3	6.18298738299	13.4042599376	1	0	0	79	11	0	87	2	124.0	258.0	30537.0	2877.0	17521.0	1023.0	6297.0	8001.0	1641	1.79732873915	0.925769722759
CNAG_00058T0-1	4.59796499796	12.8338624339	1	0	0	14	1	0	8	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.199673287834	0.0550359478172
CNAG_00058T0-10	6.86148419482	11.4044227378	0	0	0	0	1	0	1	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.0	0.000859936684644
CNAG_00058T0-11	6.07130647131	12.7098629765	0	0	0	4	2	0	2	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.0162998602314	0.00343974673858
CNAG_00058T0-2	6.05128205128	10.0825939493	0	0	0	3	3	0	1	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.00916867138015	0.000859936684644
CNAG_00058T0-3	6.03011803012	8.48747795414	0	0	0	11	6	0	6	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.123267693	0.0309577206472
CNAG_00058T0-4	7.11002577669	12.6621082621	0	0	0	2	1	0	4	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.00407496505785	0.0137589869543
CNAG_00058T0-5	5.22431149098	13.4041514042	0	0	0	21	11	0	20	1	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.449264897628	0.343974673858
CNAG_00058T0-6	6.83831230498	10.9773979107	0	0	0	5	1	0	6	1	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.0254685316115	0.0309577206472
CNAG_00058T0-7	6.06919006919	13.469705603	0	0	0	5	1	0	1	1	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.0254685316115	0.000859936684644
CNAG_00058T0-8	6.88047754714	12.9651878985	0	0	0	4	0	0	5	1	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.0162998602314	0.0214984171161
CNAG_00058T0-9	5.84778184778	12.7715099715	0	0	0	7	0	0	6	0	30.0	58.0	3078.0	876.0	4953.0	249.0	1106.0	1138.0	2811	0.0499183219586	0.0309577206472
CNAG_00059T0-1	5.47019400353	10.6248812915	0	0	0	4	0	0	1	0	2.0	2.0	198.0	36.0	142.0	11.0	25.0	23.0	1055	0.568543716381	0.0425481716141
CNAG_00060T0-1	6.73900420567	12.4873694207	0	0	0	2	1	0	0	0	8.0	14.0	917.0	194.0	1067.0	63.0	180.0	191.0	1708	0.0189159343313	0.0
CNAG_00060T0-2	6.56936643603	10.834025234	0	0	0	1	0	0	2	0	8.0	14.0	917.0	194.0	1067.0	63.0	180.0	191.0	1708	0.00472898358283	0.0204944072696
CNAG_00060T0-3	7.20873694207	12.609632343	0	0	0	3	1	0	2	0	8.0	14.0	917.0	194.0	1067.0	63.0	180.0	191.0	1708	0.0425608522455	0.0204944072696
CNAG_00060T0-4	5.84875864876	10.4921991589	0	0	0	4	0	0	5	0	8.0	14.0	917.0	194.0	1067.0	63.0	180.0	191.0	1708	0.0756637373253	0.128090045435
CNAG_00061T0-1	6.18201058201	12.7017772351	1	0	0	44	13	0	37	3	103.0	333.0	19174.0	3799.0	20369.0	1653.0	5276.0	5968.0	2976	0.479587517053	0.2244829557
CNAG_00061T0-2	5.42395875729	12.4342423009	0	0	0	41	19	0	34	7	103.0	333.0	19174.0	3799.0	20369.0	1653.0	5276.0	5968.0	2976	0.416418706697	0.189556096997
CNAG_00061T0-3	7.23782390449	11.6717406051	0	0	0	32	34	0	18	6	103.0	333.0	19174.0	3799.0	20369.0	1653.0	5276.0	5968.0	2976	0.253666124722	0.0531281794351
CNAG_00061T0-4	5.49233482567	9.74456654457	1	1	0	62	34	1	59	4	103.0	333.0	19174.0	3799.0	20369.0	1653.0	5276.0	5968.0	2976	0.952238851008	0.570799977202
CNAG_00062T0-1	6.09751729752	9.52912766246	0	0	0	7	2	0	1	0	9.0	48.0	3264.0	314.0	1993.0	240.0	347.0	387.0	2135	0.124056923563	0.00252870270575
CNAG_00062T0-2	6.5444037444	13.5413919414	0	0	0	6	0	0	4	0	9.0	48.0	3264.0	314.0	1993.0	240.0	347.0	387.0	2135	0.0911438622095	0.040459243292
CNAG_00062T0-3	5.61638854972	12.534364401	0	0	0	2	1	0	3	0	9.0	48.0	3264.0	314.0	1993.0	240.0	347.0	387.0	2135	0.0101270958011	0.0227583243518
CNAG_00062T0-4	7.35835029168	11.1293989961	0	0	0	4	0	0	0	0	9.0	48.0	3264.0	314.0	1993.0	240.0	347.0	387.0	2135	0.0405083832042	0.0
CNAG_00063T0-1	5.55664088997	13.9830145163	0	0	0	5	0	0	2	0	3.0	6.0	306.0	91.0	485.0	49.0	74.0	62.0	1497	0.260094097056	0.0631359965887
CNAG_00063T0-2	6.42838149505	13.5320037987	0	0	0	2	2	0	3	0	3.0	6.0	306.0	91.0	485.0	49.0	74.0	62.0	1497	0.0416150555289	0.142055992325
CNAG_00064T0-1	5.84778184778	10.6554334554	0	0	0	0	0	0	1	0	9.0	31.0	1556.0	767.0	2766.0	149.0	524.0	448.0	1239	0.0	0.00218439273912
CNAG_00064T0-2	6.34367114367	12.5068511735	0	1	2	93	26	0	44	3	9.0	31.0	1556.0	767.0	2766.0	149.0	524.0	448.0	1239	15.7777818516	4.22898434293
CNAG_00064T0-3	5.80393433727	10.4857414191	0	0	0	81	15	0	39	0	9.0	31.0	1556.0	767.0	2766.0	149.0	524.0	448.0	1239	11.9687856085	3.3224613562
CNAG_00065T0-1	5.93124406458	11.0687288021	0	0	1	54	22	1	26	3	21.0	86.0	6701.0	875.0	6348.0	474.0	701.0	872.0	1977	2.31783665849	0.758645610386
CNAG_00065T0-2	5.05076651743	13.1017772351	0	0	1	9	2	0	6	0	21.0	86.0	6701.0	875.0	6348.0	474.0	701.0	872.0	1977	0.0643843516246	0.0404012455235
CNAG_00065T0-3	6.50945597612	13.5737349071	0	0	0	8	1	0	3	0	21.0	86.0	6701.0	875.0	6348.0	474.0	701.0	872.0	1977	0.0508715864688	0.0101003113809
CNAG_00065T0-4	6.50506037173	9.40561660562	0	0	0	12	3	0	10	0	21.0	86.0	6701.0	875.0	6348.0	474.0	701.0	872.0	1977	0.114461069555	0.11222568201
CNAG_00065T0-5	5.55078008411	12.9985076652	0	0	0	13	3	0	6	0	21.0	86.0	6701.0	875.0	6348.0	474.0	701.0	872.0	1977	0.134332783019	0.0404012455235
CNAG_00066T0-1	5.22431149098	12.655324922	0	0	0	2	1	0	2	0	12.0	66.0	4725.0	391.0	3315.0	269.0	444.0	622.0	4875	0.00608847720408	0.00629329869534
CNAG_00066T0-2	5.75818749152	11.3089133089	0	0	0	7	3	0	2	0	12.0	66.0	4725.0	391.0	3315.0	269.0	444.0	622.0	4875	0.0745838457499	0.00629329869534
CNAG_00067T0-1	5.90850630851	12.938651472	0	0	0	8	5	0	13	2	10.0	35.0	1950.0	620.0	2485.0	225.0	544.0	488.0	2419	0.129952849458	0.338903162017
CNAG_00067T0-2	5.98388278388	11.5213132546	0	0	0	5	4	0	3	1	10.0	35.0	1950.0	620.0	2485.0	225.0	544.0	488.0	2419	0.0507628318197	0.0180480973855
CNAG_00067T0-3	5.05076651743	12.8389092389	1	0	0	68	15	0	45	1	10.0	35.0	1950.0	620.0	2485.0	225.0	544.0	488.0	2419	9.38909337337	4.06082191174
CNAG_00067T0-4	5.47019400353	10.6248270248	1	0	1	29	11	0	17	1	10.0	35.0	1950.0	620.0	2485.0	225.0	544.0	488.0	2419	1.70766166241	0.57954446049
CNAG_00068T0-1	5.38499525166	13.2575769909	0	0	0	6	2	0	4	0	2.0	14.0	397.0	256.0	1633.0	33.0	269.0	298.0	3918	0.111236814074	0.0525427085705
CNAG_00068T0-2	6.92692986026	13.0103920771	0	0	0	5	2	0	3	0	2.0	14.0	397.0	256.0	1633.0	33.0	269.0	298.0	3918	0.0772477875517	0.0295552735709
CNAG_00068T0-3	5.4071360738	13.4526115859	0	0	0	2	1	0	3	0	2.0	14.0	397.0	256.0	1633.0	33.0	269.0	298.0	3918	0.0123596460083	0.0295552735709
CNAG_00068T0-4	6.24273504274	11.3976393976	0	0	0	0	0	0	0	1	2.0	14.0	397.0	256.0	1633.0	33.0	269.0	298.0	3918	0.0	0.0
CNAG_00070T0-1	5.67711301045	13.8867453534	0	0	0	7	2	0	4	0	4.0	19.0	1685.0	139.0	978.0	64.0	154.0	216.0	3038	0.25280720722	0.0724894775648
CNAG_00072T0-1	5.55664088997	12.4181793515	0	0	0	8	1	0	10	1	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.0860924635842	0.111458763909
CNAG_00072T0-2	6.7572378239	10.9484194818	0	0	0	6	3	0	7	1	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.0484270107661	0.0546147943157
CNAG_00072T0-3	5.88500881834	10.6141907475	0	0	0	20	9	0	10	2	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.538077897401	0.111458763909
CNAG_00072T0-4	7.98279744946	11.5311897979	0	0	0	2	3	1	1	0	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.00538077897401	0.00111458763909
CNAG_00072T0-5	7.38830552164	13.0344322344	0	0	0	17	3	0	11	2	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.388761280872	0.13486510433
CNAG_00072T0-6	6.46452313119	12.3406322073	1	0	0	4	2	0	4	0	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.021523115896	0.0178334022255
CNAG_00072T0-7	6.35560982228	10.8800976801	0	1	0	2	1	0	1	0	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.00538077897401	0.00111458763909
CNAG_00072T0-8	5.35162121829	10.6478903812	0	0	1	1	1	0	3	0	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.0013451947435	0.0100312887519
CNAG_00072T0-9	6.13626373626	10.8322344322	0	0	0	7	5	0	4	0	24.0	57.0	4814.0	789.0	3751.0	237.0	951.0	878.0	2013	0.0659145424316	0.0178334022255
CNAG_00073T0-1	6.03581603582	9.77262243929	0	0	0	0	0	0	0	0	24.0	74.0	3678.0	566.0	3988.0	207.0	708.0	880.0	4050	0.0	0.0
CNAG_00073T0-2	6.79875186542	11.5351512685	0	0	0	8	3	0	4	0	24.0	74.0	3678.0	566.0	3988.0	207.0	708.0	880.0	4050	0.0809761361345	0.0177928717659
CNAG_00073T0-3	6.46452313119	10.9647537648	0	1	0	8	2	0	4	0	24.0	74.0	3678.0	566.0	3988.0	207.0	708.0	880.0	4050	0.0809761361345	0.0177928717659
CNAG_00073T0-4	4.93219373219	11.5074209741	0	0	0	9	4	0	3	0	24.0	74.0	3678.0	566.0	3988.0	207.0	708.0	880.0	4050	0.102485422295	0.0100084903683
CNAG_00073T0-5	5.61638854972	13.6123185457	0	0	0	4	1	0	2	0	24.0	74.0	3678.0	566.0	3988.0	207.0	708.0	880.0	4050	0.0202440340336	0.00444821794148
CNAG_00073T0-6	5.34288427622	12.6242843576	0	0	0	7	3	0	10	2	24.0	74.0	3678.0	566.0	3988.0	207.0	708.0	880.0	4050	0.0619973542279	0.111205448537
CNAG_00074T0-1	6.44514991182	13.1728123728	0	0	0	2	2	0	0	0	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.00373488192663	0.0
CNAG_00074T0-10	7.17259530593	12.3754714421	0	0	0	17	4	0	16	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.269845219199	0.26370908891
CNAG_00074T0-11	6.4741283408	13.5398182065	0	0	0	4	3	0	0	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.0149395277065	0.0
CNAG_00074T0-12	4.97115723782	13.7502102835	0	0	0	31	8	0	32	2	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.897305382873	1.05483635564
CNAG_00074T0-13	5.47019400353	11.3958485958	1	0	0	23	1	0	8	2	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.493938134797	0.0659272722274
CNAG_00074T0-14	6.84683218017	10.527363994	0	0	0	2	0	0	1	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.00373488192663	0.00103011362855
CNAG_00074T0-2	5.22431149098	10.480314747	0	0	0	0	1	0	0	0	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.0	0.0
CNAG_00074T0-3	6.59270112603	13.5268484602	0	0	0	4	1	0	4	0	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.0149395277065	0.0164818180568
CNAG_00074T0-4	6.48861755528	9.38922805589	0	0	0	2	4	0	1	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.00373488192663	0.00103011362855
CNAG_00074T0-5	5.30538597205	13.3315967983	1	0	0	4	0	0	4	0	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.0149395277065	0.0164818180568
CNAG_00074T0-6	4.89008275675	13.8160900828	0	0	0	7	2	0	0	0	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.0457523036012	0.0
CNAG_00074T0-7	6.51336318003	13.0361687695	0	0	0	11	4	0	3	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.112980178281	0.00927102265698
CNAG_00074T0-8	6.79875186542	11.953710487	0	0	0	11	5	0	8	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.112980178281	0.0659272722274
CNAG_00074T0-9	6.34367114367	11.7560710894	1	0	0	11	3	0	5	1	29.0	48.0	2457.0	945.0	5404.0	191.0	759.0	950.0	2933	0.112980178281	0.0257528407138
CNAG_00075T0-1	5.55664088997	13.1950074617	0	0	0	16	3	0	12	1	13.0	29.0	5135.0	301.0	1514.0	293.0	325.0	273.0	1024	0.853191098822	0.516188807275
CNAG_00076T0-1	6.01231854565	12.8121014788	0	0	0	4	1	0	1	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.0185380499945	0.00133507223346
CNAG_00076T0-10	7.53178673179	13.5498575499	0	0	0	2	0	0	3	1	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.00463451249863	0.0120156501011
CNAG_00076T0-2	7.53178673179	12.1604124271	0	0	0	0	2	0	2	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.0	0.00534028893384
CNAG_00076T0-3	6.6014380681	10.11336318	0	0	0	3	0	0	3	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.0104276531219	0.0120156501011
CNAG_00076T0-4	7.23152896486	11.7622574956	0	0	0	1	1	0	3	2	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.00115862812466	0.0120156501011
CNAG_00076T0-5	7.03725410392	13.8301451635	0	0	0	4	2	0	2	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.0185380499945	0.00534028893384
CNAG_00076T0-6	5.59701533035	10.9355040022	0	0	1	3	4	0	1	1	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.0104276531219	0.00133507223346
CNAG_00076T0-7	6.26406186406	13.6339167006	0	0	0	2	0	0	0	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.00463451249863	0.0
CNAG_00076T0-8	5.46970560304	11.0139194139	0	0	0	1	0	0	0	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.00115862812466	0.0
CNAG_00076T0-9	5.07290733957	12.6184235518	0	0	1	4	5	0	3	0	14.0	28.0	800.0	424.0	4355.0	82.0	473.0	733.0	2519	0.0185380499945	0.0120156501011
CNAG_00077T0-1	5.8265635599	11.9404151404	0	0	0	1	3	0	2	0	13.0	31.0	1789.0	467.0	1982.0	116.0	489.0	490.0	3166	0.00254582516795	0.00798863630306
